instruction,name,description
I'm trying to cancel purchase {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
problems with canceling purchase {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
cancelling order {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
canceling purchase {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
i dont khow how to cancel order {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
I need assistance cancelling order {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
how can I cancel purchase {{Order Number}}?,Order Cancellation Requests,Customer queries about canceling their orders.
I can no longer afford purchase {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
I want help to cancle purchase {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
I can't afford order {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
canmcel order {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
help me canceling purchase {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
I try to cancel purchase {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
I don't want purchase {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
I need help with cancelling purchase {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
I have got to cancel purcahse {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
help me to cancel purchase {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
I need help cancelling oredr {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
help me canceling purchase {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
i want help canceling order {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
I need help to cancel order {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
I want assistance to cancel purchase {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
I don't know how I can cancel purchase {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
cance order {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
problems with cancelling purchase {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
need assistance to cancel order {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
I no longerr want purchase {{Order Number}},Order Cancellation Requests,Customer queries about canceling their orders.
I need assistance canceling order {{Order Number}},Order Modification Requests,"Customer inquiries about modifying their existing orders, such as adding, removing, or changing items."
i have to cancel purchase {{Order Number}},Order Modification Requests,"Customer inquiries about modifying their existing orders, such as adding, removing, or changing items."
i dont want order {{Order Number}},Order Modification Requests,"Customer inquiries about modifying their existing orders, such as adding, removing, or changing items."
I need help canceling purchase {{Order Number}},Order Modification Requests,"Customer inquiries about modifying their existing orders, such as adding, removing, or changing items."
i do not know how i can cancel order {{Order Number}},Order Modification Requests,"Customer inquiries about modifying their existing orders, such as adding, removing, or changing items."
canceling purchase {{Order Number}},Order Modification Requests,"Customer inquiries about modifying their existing orders, such as adding, removing, or changing items."
