instruction,name,description
I don't know how I colud cancel order {{Order Number}},Cluster Title: Cancel Order,These questions are from customers who want to cancel an order they have placed.
where can i cancel purchase {{Order Number}},Cluster Title: Cancel Order,These questions are from customers who want to cancel an order they have placed.
help me cancel purchase {{Order Number}},Cluster Title: Cancel Order,These questions are from customers who want to cancel an order they have placed.
can you help me cancelong purchase {{Order Number}}?,Cluster Title: Cancel Order,These questions are from customers who want to cancel an order they have placed.
i dont know what to do to cancel purchase {{Order Number}},Cluster Title: Cancel Order,These questions are from customers who want to cancel an order they have placed.
i have problems with canceling order {{Order Number}},Cluster Title: Cancel Order,These questions are from customers who want to cancel an order they have placed.
I want to cancel order {{Order Number}},Cluster Title: Cancel Order,These questions are from customers who want to cancel an order they have placed.
"I can't afford order {{Order Number}}, could you cancel it?",Cluster Title: Cancel Order,These questions are from customers who want to cancel an order they have placed.
i want assistance cancelling order {{Order Number}},Cluster Title: Cancel Order,These questions are from customers who want to cancel an order they have placed.
i want help to cancel order {{Order Number}},Cluster Title: Cancel Order,These questions are from customers who want to cancel an order they have placed.
what do I need to do to cancel purchase {{Order Number}}?,Cluster Title: Cancel Order,These questions are from customers who want to cancel an order they have placed.
i want help cancelling order {{Order Number}},Cluster Title: Cancel Order,These questions are from customers who want to cancel an order they have placed.
I do not know how to cancel purchase {{Order Number}},Cluster Title: Cancel Order,These questions are from customers who want to cancel an order they have placed.
"I cannot afford my last item, how can I cancel the order?",Cluster Title: Cancel Order,These questions are from customers who want to cancel an order they have placed.
"I don't want this item, cancel order {{Order Number}}",Cluster Title: Cancel Order,These questions are from customers who want to cancel an order they have placed.
I no longer want order {{Order Number}},Cluster Title: Cancel Order,These questions are from customers who want to cancel an order they have placed.
can you help me to cancel order {{Order Number}}?,Cluster Title: Cancel Order,These questions are from customers who want to cancel an order they have placed.
cancelling order {{Order Number}},Cluster Title: Cancel Order,These questions are from customers who want to cancel an order they have placed.
"I do not want this item, I try to cancel order {{Order Number}}",Cluster Title: Cancel Order,These questions are from customers who want to cancel an order they have placed.
what do I have to do to cancel order {{Order Number}}?,Cluster Title: Cancel Order,These questions are from customers who want to cancel an order they have placed.
